"","Pathway","Type","Plantform","Leafspan","Tregion","Wregion","Wregion2","opt","Date","Time","Datacontrib","Species","Funtype","fitgroup","Location","RH","Tair","Tleaf","CO2S","PARin","Patm","BLCond","Trmmol","SWC","SWP","latitude","longitude","Totalheight","LAI","sampleheight","canopyposition","LWP","LWPpredawn","Instrument","Season","GrowthCa","GrowthTair","Growthcond","Treatment","OriginalFile","Comments","Reference","LightSource","Cond","Photo","VPD","Ci"
"674","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,21.055,21.93,400.505,1199.5,NA,NA,1.418606178,NA,NA,NA,NA,NA,NA,NA,"",-0.99,-0.43,NA,NA,"",NA,"","","","",NA,NA,0.09513549,3.385174088,1.359073609,333.2064874
"675","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,21.09,22.06,400.815,1200.5,NA,NA,1.457242262,NA,NA,NA,NA,NA,NA,NA,"",-1.38,-0.71,NA,NA,"",NA,"","","","",NA,NA,0.096345405,6.725842655,1.364996841,277.9191757
"676","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,21.115,21.61,400.64,1199,NA,NA,1.358796606,NA,NA,NA,NA,NA,NA,NA,"",-0.74,-0.66,NA,NA,"",NA,"","","","",NA,NA,0.095268929,3.253820211,1.354331474,335.720314
"677","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,21.13,22.39,400.695,1199,NA,NA,1.312329711,NA,NA,NA,NA,NA,NA,NA,"",-0.87,-0.27,NA,NA,"",NA,"","","","",NA,NA,0.084347866,3.563506591,1.358334616,322.0360441
"678","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,21.075,22.01,400.71,1199.5,NA,NA,1.071510509,NA,NA,NA,NA,NA,NA,NA,"",-1.1,-0.54,NA,NA,"",NA,"","","","",NA,NA,0.070961183,3.163505201,1.364613596,319.0387325
"679","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,21.115,22.14,400.74,1199,NA,NA,2.323379601,NA,NA,NA,NA,NA,NA,NA,"",-0.47,-0.12,NA,NA,"",NA,"","","","",NA,NA,0.156653366,10.38093223,1.33506253,281.4970699
"680","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,21.165,22.24,400.855,1199,NA,NA,2.586127458,NA,NA,NA,NA,NA,NA,NA,"",-0.58,-0.16,NA,NA,"",NA,"","","","",NA,NA,0.172550529,12.31126985,1.3429321,273.0240954
"681","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,21.125,22.06,400.775,1201,NA,NA,2.920245772,NA,NA,NA,NA,NA,NA,NA,"",-0.44,-0.19,NA,NA,"",NA,"","","","",NA,NA,0.198067825,12.57394814,1.344270907,286.1229973
"682","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,21.125,22.135,400.94,1199.5,NA,NA,3.443545317,NA,NA,NA,NA,NA,NA,NA,"",-0.53,-0.21,NA,NA,"",NA,"","","","",NA,NA,0.237862331,14.33286532,1.311844143,289.9561566
"683","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,21.17,22.315,401.035,1199,NA,NA,2.498989939,NA,NA,NA,NA,NA,NA,NA,"",-0.55,-0.26,NA,NA,"",NA,"","","","",NA,NA,0.167625598,13.89881441,1.321122619,252.7403479
"684","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,21.125,22.17,401.01,1201,NA,NA,3.587389804,NA,NA,NA,NA,NA,NA,NA,"",-0.63,-0.19,NA,NA,"",NA,"","","","",NA,NA,0.246314281,13.12158723,1.31459854,301.7075784
"685","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,21.135,22.12,401.065,1199,NA,NA,2.297272095,NA,NA,NA,NA,NA,NA,NA,"",-0.6,-0.26,NA,NA,"",NA,"","","","",NA,NA,0.154853823,11.79003889,1.340085416,265.4018086
"686","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,21.165,22.255,401.19,1199,NA,NA,1.26998065,NA,NA,NA,NA,NA,NA,NA,"",-0.87,-0.38,NA,NA,"",NA,"","","","",NA,NA,0.081726561,4.407316317,1.381462955,303.8292564
"687","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,21.1,22.06,401.24,1200.5,NA,NA,1.261747527,NA,NA,NA,NA,NA,NA,NA,"",-1.08,-0.44,NA,NA,"",NA,"","","","",NA,NA,0.081996974,4.11374476,1.388461789,310.4905932
"688","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,21.08,22.01,401.05,1199.5,NA,NA,0.736681882,NA,NA,NA,NA,NA,NA,NA,"",-1.14,-0.66,NA,NA,"",NA,"","","","",NA,NA,0.047933527,2.998582147,1.386507688,290.4260268
"689","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,21.05,22.06,401.245,1200,NA,NA,0.5360991,NA,NA,NA,NA,NA,NA,NA,"",-1.6,-1.54,NA,NA,"",NA,"","","","",NA,NA,0.034288274,0.655111085,1.398037557,360.6380919
"690","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,21.025,22.005,401.12,1200,NA,NA,1.072381267,NA,NA,NA,NA,NA,NA,NA,"",-1.1,-0.67,NA,NA,"",NA,"","","","",NA,NA,0.06975888,1.406834648,1.382826346,358.5553773
"691","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,21.085,22.02,401.2,1199,NA,NA,1.097078124,NA,NA,NA,NA,NA,NA,NA,"",-1.07,-0.63,NA,NA,"",NA,"","","","",NA,NA,0.071233566,2.977822927,1.392428817,323.5111768
"692","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,21.035,21.925,401.145,1201,NA,NA,1.128715241,NA,NA,NA,NA,NA,NA,NA,"",-0.65,-0.5,NA,NA,"",NA,"","","","",NA,NA,0.073040513,1.670367346,1.405465456,354.3451296
"693","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,21.115,22.03,400.595,1200,NA,NA,0.49195625,NA,NA,NA,NA,NA,NA,NA,"",-1.84,-1.53,NA,NA,"",NA,"","","","",NA,NA,0.030797765,-0.149641745,1.446672256,398.9911566
"694","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,21.15,22.19,399.78,1200,NA,NA,0.555381817,NA,NA,NA,NA,NA,NA,NA,"",-2.92,-2.79,NA,NA,"",NA,"","","","",NA,NA,0.034116874,-1.257390589,1.456806184,448.1849341
"695","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,21.07,22.03,399.75,1201,NA,NA,0.611439319,NA,NA,NA,NA,NA,NA,NA,"",-3.02,-2.69,NA,NA,"",NA,"","","","",NA,NA,0.038314962,-0.870486705,1.439185964,425.8247266
"698","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,21.02,21.87,399.865,1200.5,NA,NA,0.468829796,NA,NA,NA,NA,NA,NA,NA,"",-2.3,-2.06,NA,NA,"",NA,"","","","",NA,NA,0.029551406,-0.157925572,1.447211353,398.0978758
"699","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,21,21.555,399.945,1201,NA,NA,1.722482287,NA,NA,NA,NA,NA,NA,NA,"",-1.9,-1.43,NA,NA,"",NA,"","","","",NA,NA,0.115201175,1.644211327,1.415988346,366.8924285
"700","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,26.265,28.095,400.97,1201,NA,NA,0.488600861,NA,NA,NA,NA,NA,NA,NA,"",-2.09,-1.81,NA,NA,"",NA,"","","","",NA,NA,0.018791509,-0.181305292,2.167042138,400.07733
"701","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,26.255,27.835,400.8,1200,NA,NA,0.97462514,NA,NA,NA,NA,NA,NA,NA,"",-1.2,-0.28,NA,NA,"",NA,"","","","",NA,NA,0.03940204,2.483370175,2.102505622,284.58501
"702","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,26.29,28.05,400.795,1200,NA,NA,1.154026765,NA,NA,NA,NA,NA,NA,NA,"",-1.45,-0.41,NA,NA,"",NA,"","","","",NA,NA,0.046338676,5.206496632,2.079687378,206.0926163
"703","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,26.32,28.21,400.62,1198.5,NA,NA,1.217822622,NA,NA,NA,NA,NA,NA,NA,"",-1.29,-0.47,NA,NA,"",NA,"","","","",NA,NA,0.048550564,5.651933486,2.068139191,200.0860835
"704","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,26.365,28.44,400.495,1200,NA,NA,1.080476155,NA,NA,NA,NA,NA,NA,NA,"",-1.15,-0.41,NA,NA,"",NA,"","","","",NA,NA,0.042881932,4.137247413,2.033993774,231.1220682
"705","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,26.38,28.46,400.15,1200,NA,NA,0.884305743,NA,NA,NA,NA,NA,NA,NA,"",-1.03,-0.31,NA,NA,"",NA,"","","","",NA,NA,0.035065642,4.000824529,2.033045857,203.3986746
"706","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,26.365,28.31,400.04,1200,NA,NA,1.142590313,NA,NA,NA,NA,NA,NA,NA,"",-1.23,-0.35,NA,NA,"",NA,"","","","",NA,NA,0.04627475,5.156488605,2.014601157,207.0214949
"707","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,26.355,28.255,399.725,1199.5,NA,NA,2.160031273,NA,NA,NA,NA,NA,NA,NA,"",-0.72,-0.12,NA,NA,"",NA,"","","","",NA,NA,0.089174457,6.953693627,1.988714975,258.8102672
"708","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,26.32,28.21,399.665,1201,NA,NA,1.731753189,NA,NA,NA,NA,NA,NA,NA,"",-1.1,-0.21,NA,NA,"",NA,"","","","",NA,NA,0.07132136,4.860206522,1.993512966,274.781757
"709","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,26.235,27.94,399.57,1200,NA,NA,1.081123585,NA,NA,NA,NA,NA,NA,NA,"",-0.87,-0.2,NA,NA,"",NA,"","","","",NA,NA,0.044792958,4.118407013,2.016915852,238.1942886
"710","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,26.285,28.21,399.75,1199.5,NA,NA,2.043745678,NA,NA,NA,NA,NA,NA,NA,"",-1.17,-0.23,NA,NA,"",NA,"","","","",NA,NA,0.083361137,7.154645202,2.012800274,246.4180433
"711","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,26.265,27.955,399.655,1199,NA,NA,1.526351363,NA,NA,NA,NA,NA,NA,NA,"",-0.59,-0.25,NA,NA,"",NA,"","","","",NA,NA,0.063169624,5.192305874,2.026291881,252.7025308
"712","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,26.35,28.41,399.78,1200,NA,NA,2.297281289,NA,NA,NA,NA,NA,NA,NA,"",-0.58,-0.19,NA,NA,"",NA,"","","","",NA,NA,0.091500832,7.67747487,2.041453863,249.0214364
"713","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,26.375,28.445,399.81,1199.5,NA,NA,1.781871029,NA,NA,NA,NA,NA,NA,NA,"",-0.79,-0.25,NA,NA,"",NA,"","","","",NA,NA,0.069840555,5.944180799,2.073486833,247.9726247
"715","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,26.37,28.44,399.66,1201,NA,NA,0.727980337,NA,NA,NA,NA,NA,NA,NA,"",-2.67,-2.44,NA,NA,"",NA,"","","","",NA,NA,0.02796209,0.680571401,2.11493376,344.5925635
"717","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,26.32,28.205,399.495,1201,NA,NA,0.426363032,NA,NA,NA,NA,NA,NA,NA,"",-2.34,-2.15,NA,NA,"",NA,"","","","",NA,NA,0.016516273,-0.608032339,2.134207364,444.2515957
"718","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,26.34,28.035,399.52,1200,NA,NA,0.780282401,NA,NA,NA,NA,NA,NA,NA,"",-1.81,-1.08,NA,NA,"",NA,"","","","",NA,NA,0.030608115,-0.959199542,2.148380008,432.9741136
"721","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,25.965,26.865,399.015,1199.5,NA,NA,2.065093787,NA,NA,NA,NA,NA,NA,NA,"",-0.84,-0.14,NA,NA,"",NA,"","","","",NA,NA,0.099113603,6.617682052,1.882240616,277.8682979
"722","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,25.935,26.88,399.16,1200,NA,NA,2.271792284,NA,NA,NA,NA,NA,NA,NA,"",-0.63,-0.27,NA,NA,"",NA,"","","","",NA,NA,0.108924002,7.631289753,1.877061841,272.0032736
"723","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,25.945,26.815,399.08,1198.5,NA,NA,1.268627363,NA,NA,NA,NA,NA,NA,NA,"",-0.9,-0.23,NA,NA,"",NA,"","","","",NA,NA,0.060092988,4.07644313,1.907971945,276.5700551
"724","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,25.91,26.91,399.175,1200,NA,NA,2.720297932,NA,NA,NA,NA,NA,NA,NA,"",-1.02,-0.24,NA,NA,"",NA,"","","","",NA,NA,0.130026131,8.169694431,1.876792499,283.1638584
"725","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,26.02,27.25,399.385,1200,NA,NA,1.789633131,NA,NA,NA,NA,NA,NA,NA,"",-0.68,-0.19,NA,NA,"",NA,"","","","",NA,NA,0.080903262,6.425407356,1.935289449,257.6920321
"726","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,26.09,27.475,399.42,1200,NA,NA,1.404653747,NA,NA,NA,NA,NA,NA,NA,"",-0.79,-0.2,NA,NA,"",NA,"","","","",NA,NA,0.061848129,5.269986908,1.955135429,248.9678635
"727","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,26.07,27.41,399.345,1199.5,NA,NA,1.953403842,NA,NA,NA,NA,NA,NA,NA,"",-0.7,-0.21,NA,NA,"",NA,"","","","",NA,NA,0.088206579,6.532432667,1.915047144,265.3896756
"728","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,26.095,27.485,399.365,1199,NA,NA,0.485430948,NA,NA,NA,NA,NA,NA,NA,"",-1.55,-1.28,NA,NA,"",NA,"","","","",NA,NA,0.021153595,0.924545304,1.968549875,316.0946218
"729","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,26.08,27.655,399.36,1201,NA,NA,1.100558937,NA,NA,NA,NA,NA,NA,NA,"",-1.81,-1.64,NA,NA,"",NA,"","","","",NA,NA,0.047910408,0.921868796,1.936429835,354.0242789
"730","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,26.065,27.48,399.385,1201.5,NA,NA,0.977082876,NA,NA,NA,NA,NA,NA,NA,"",-1.88,-1.46,NA,NA,"",NA,"","","","",NA,NA,0.043100707,1.294469511,1.941288934,337.1812965
"731","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,26.025,27.305,399.34,1198.5,NA,NA,0.781193891,NA,NA,NA,NA,NA,NA,NA,"",-2.14,-1.83,NA,NA,"",NA,"","","","",NA,NA,0.034755333,1.210431135,1.949822746,330.2055112
"732","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,26.045,27.435,399.315,1199,NA,NA,0.407090302,NA,NA,NA,NA,NA,NA,NA,"",-1.94,-1.9,NA,NA,"",NA,"","","","",NA,NA,0.017833994,0.669993609,1.95701384,324.3379545
"733","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,25.995,27.625,399.255,1199,NA,NA,0.538165089,NA,NA,NA,NA,NA,NA,NA,"",-2.53,-2.48,NA,NA,"",NA,"","","","",NA,NA,0.02317329,0.481698558,1.94603029,351.4990627
"734","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,26.09,27.65,399.31,1200.5,NA,NA,0.233878922,NA,NA,NA,NA,NA,NA,NA,"",-3.01,-2.65,NA,NA,"",NA,"","","","",NA,NA,0.010001022,0.405641646,1.972189464,320.6200455
"735","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,26.12,27.215,399.285,1200.5,NA,NA,0.753161361,NA,NA,NA,NA,NA,NA,NA,"",-0.89,-0.33,NA,NA,"",NA,"","","","",NA,NA,0.033108853,3.111278183,2.015609194,236.047335
"736","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,26.115,27.115,399.185,1200,NA,NA,1.208476096,NA,NA,NA,NA,NA,NA,NA,"",-0.79,-0.33,NA,NA,"",NA,"","","","",NA,NA,0.053452968,2.576568563,2.027019903,307.5774461
"737","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,26.075,27.1,399.21,1199,NA,NA,0.603649381,NA,NA,NA,NA,NA,NA,NA,"",-1.14,-0.36,NA,NA,"",NA,"","","","",NA,NA,0.026192007,-0.361668119,2.059516256,406.5749039
"738","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,26.09,27.11,399.595,1201,NA,NA,0.772656577,NA,NA,NA,NA,NA,NA,NA,"",-1.04,-0.34,NA,NA,"",NA,"","","","",NA,NA,0.033350258,2.34528481,2.074513678,273.1171602
"739","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,26.09,27.045,399.56,1200,NA,NA,1.036021684,NA,NA,NA,NA,NA,NA,NA,"",-0.78,-0.28,NA,NA,"",NA,"","","","",NA,NA,0.046001096,5.43819809,2.026559756,197.0915015
"740","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,26.04,26.91,399.615,1200.5,NA,NA,1.20004543,NA,NA,NA,NA,NA,NA,NA,"",-0.93,-0.33,NA,NA,"",NA,"","","","",NA,NA,0.053847277,5.960564797,2.023776699,208.537902
"741","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,26.065,26.835,399.79,1199,NA,NA,0.732139891,NA,NA,NA,NA,NA,NA,NA,"",-0.92,-0.21,NA,NA,"",NA,"","","","",NA,NA,0.03275392,2.116442712,2.046496881,282.8210838
"742","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,26.13,27.14,400.06,1199,NA,NA,2.00754844,NA,NA,NA,NA,NA,NA,NA,"",-0.83,-0.24,NA,NA,"",NA,"","","","",NA,NA,0.08825025,7.993704512,2.046081159,239.6127685
"743","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,26.125,27.25,400.13,1200,NA,NA,1.751813139,NA,NA,NA,NA,NA,NA,NA,"",-0.67,-0.17,NA,NA,"",NA,"","","","",NA,NA,0.07620157,7.195371669,2.042769479,233.2529908
"744","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,26.13,27.29,400.325,1200,NA,NA,2.038925931,NA,NA,NA,NA,NA,NA,NA,"",-0.95,-0.21,NA,NA,"",NA,"","","","",NA,NA,0.089642369,8.471137108,2.01189236,231.6701529
"745","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,26.145,27.435,400.405,1200,NA,NA,1.688212412,NA,NA,NA,NA,NA,NA,NA,"",-0.68,-0.23,NA,NA,"",NA,"","","","",NA,NA,0.071294974,7.555654644,2.07483031,215.6603034
"746","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,26.195,27.345,400.535,1199,NA,NA,1.364231164,NA,NA,NA,NA,NA,NA,NA,"",-0.64,-0.16,NA,NA,"",NA,"","","","",NA,NA,0.058401187,5.589841851,2.069244508,231.8204678
"747","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,26.25,27.57,400.425,1200.5,NA,NA,1.724674908,NA,NA,NA,NA,NA,NA,NA,"",-0.89,-0.19,NA,NA,"",NA,"","","","",NA,NA,0.07218818,6.006645351,2.087225925,251.7433517
"748","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,26.17,27.335,400.25,1201,NA,NA,1.897761028,NA,NA,NA,NA,NA,NA,NA,"",-0.64,-0.2,NA,NA,"",NA,"","","","",NA,NA,0.082059343,6.325380492,2.044814946,260.6360212
"749","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,26.165,27.33,400.345,1200,NA,NA,1.132519361,NA,NA,NA,NA,NA,NA,NA,"",-1.31,-0.27,NA,NA,"",NA,"","","","",NA,NA,0.047896828,1.7339614,2.090681953,327.6173946
"750","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,26.205,27.55,400.515,1199.5,NA,NA,0.86248591,NA,NA,NA,NA,NA,NA,NA,"",-1.12,-0.25,NA,NA,"",NA,"","","","",NA,NA,0.035471711,4.071898803,2.112287722,202.9445917
"751","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,26.265,27.825,400.45,1200,NA,NA,0.951201393,NA,NA,NA,NA,NA,NA,NA,"",-1.05,-0.31,NA,NA,"",NA,"","","","",NA,NA,0.038163545,1.723346289,2.125243577,313.6916381
"752","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,26.2125,27.68,400.305,1200.5,NA,NA,0.637775232,NA,NA,NA,NA,NA,NA,NA,"",-1.065,-0.4,NA,NA,"",NA,"","","","",NA,NA,0.025920547,1.528183421,2.125043959,329.547115
"753","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,26.27,27.58,400.36,1200.5,NA,NA,0.92532597,NA,NA,NA,NA,NA,NA,NA,"",-1.13,-0.41,NA,NA,"",NA,"","","","",NA,NA,0.037777317,1.087446896,2.137816909,338.4938194
"754","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,26.275,27.49,400.435,1200,NA,NA,0.780885951,NA,NA,NA,NA,NA,NA,NA,"",-0.86,-0.42,NA,NA,"",NA,"","","","",NA,NA,0.032085017,2.491665684,2.1418621,261.9057856
"755","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,26.07,27.595,400.225,1198.5,NA,NA,0.502841414,NA,NA,NA,NA,NA,NA,NA,"",-2.72,-2.38,NA,NA,"",NA,"","","","",NA,NA,0.020254786,-0.224691141,2.12299546,402.1133125
"756","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,26.09,27.695,400.105,1200.5,NA,NA,0.146459803,NA,NA,NA,NA,NA,NA,NA,"",-2,-1.94,NA,NA,"",NA,"","","","",NA,NA,0.005816641,-0.150656382,2.136651154,424.9866462
"757","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,26.015,27.505,400.095,1199.5,NA,NA,0.329453033,NA,NA,NA,NA,NA,NA,NA,"",-2.2,-1.91,NA,NA,"",NA,"","","","",NA,NA,0.013304582,-0.443211119,2.124171267,436.5410889
"758","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,26.035,27.43,400.445,1200,NA,NA,0.191968039,NA,NA,NA,NA,NA,NA,NA,"",-2.13,-1.79,NA,NA,"",NA,"","","","",NA,NA,0.00775833,0.405067777,2.141159297,303.7152585
"759","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,26.005,27.4,400.35,1200,NA,NA,0.254997423,NA,NA,NA,NA,NA,NA,NA,"",-2.38,-2.18,NA,NA,"",NA,"","","","",NA,NA,0.010315927,0.169869022,2.139715814,359.0314759
"761","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,25.98,27.275,400.45,1200,NA,NA,0.462143115,NA,NA,NA,NA,NA,NA,NA,"",-1.8,-1.34,NA,NA,"",NA,"","","","",NA,NA,0.018849001,-0.132339864,2.14427068,396.0980112
"762","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,25.94,27.075,400.39,1199,NA,NA,0.594688076,NA,NA,NA,NA,NA,NA,NA,"",-1.96,-1.38,NA,NA,"",NA,"","","","",NA,NA,0.024416494,-1.261438973,2.165310011,466.4139167
"763","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,19.83,19.755,399.92,1200.5,NA,NA,3.597164233,NA,NA,NA,NA,NA,NA,NA,"",-0.58,-0.14,NA,NA,"",NA,"","","","",NA,NA,0.294580505,11.68095388,1.247156854,325.4303946
"764","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,19.69,19.44,399.895,1200,NA,NA,2.856256882,NA,NA,NA,NA,NA,NA,NA,"",-0.66,-0.24,NA,NA,"",NA,"","","","",NA,NA,0.244985995,12.47599506,1.210359125,306.0598248
"765","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,19.625,19.07,399.83,1200,NA,NA,3.189488844,NA,NA,NA,NA,NA,NA,NA,"",-0.66,-0.22,NA,NA,"",NA,"","","","",NA,NA,0.282880737,10.72621792,1.218721774,328.4982728
"766","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,19.735,19.365,400.16,1199,NA,NA,2.236213091,NA,NA,NA,NA,NA,NA,NA,"",-0.64,-0.23,NA,NA,"",NA,"","","","",NA,NA,0.190867783,13.23984244,1.227073688,276.2057562
"767","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,19.805,19.545,400.25,1200.5,NA,NA,3.480238445,NA,NA,NA,NA,NA,NA,NA,"",-0.63,-0.17,NA,NA,"",NA,"","","","",NA,NA,0.294554158,11.54446224,1.234030262,325.6276764
"768","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,19.84,19.67,400.305,1199.5,NA,NA,3.606713371,NA,NA,NA,NA,NA,NA,NA,"",-0.77,-0.21,NA,NA,"",NA,"","","","",NA,NA,0.303576962,14.45308394,1.228153283,311.2344999
"769","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,19.825,19.795,400.45,1199,NA,NA,2.797087528,NA,NA,NA,NA,NA,NA,NA,"",-0.83,-0.17,NA,NA,"",NA,"","","","",NA,NA,0.224225713,14.85193056,1.25901835,282.1869093
"770","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,19.79,19.64,400.36,1200,NA,NA,0.605592015,NA,NA,NA,NA,NA,NA,NA,"",-2.13,-2.1,NA,NA,"",NA,"","","","",NA,NA,0.047620943,0.223313417,1.278771215,384.6700603
"772","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,20.01,20.61,400.58,1201,NA,NA,0.468472958,NA,NA,NA,NA,NA,NA,NA,"",-2.86,-2.85,NA,NA,"",NA,"","","","",NA,NA,0.033011837,0.201774092,1.311756304,381.3956046
"773","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,19.955,20.25,400.675,1200,NA,NA,0.636090665,NA,NA,NA,NA,NA,NA,NA,"",-1.95,-1.63,NA,NA,"",NA,"","","","",NA,NA,0.046945938,2.108158217,1.295996072,319.7206545
"774","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,19.845,19.74,400.9325,1199.5,NA,NA,0.732196209,NA,NA,NA,NA,NA,NA,NA,"",-2.565,-2.515,NA,NA,"",NA,"","","","",NA,NA,0.057161892,-0.06352064,1.27330696,421.145109
"775","","","","","","",NA,"Chmura et al. 2016","","","","Picea abies","","","",NA,19.89,20.06,400.66,1199,NA,NA,0.651700385,NA,NA,NA,NA,NA,NA,NA,"",-2.4,-2.35,NA,NA,"",NA,"","","","",NA,NA,0.04926817,0.758314148,1.283013115,367.4523579
